0 video 0.0 1
0 video 2.400000095 1
0 video 18.0 1
0 video 26.70000076 1
0 video 39.0 1
0 video 41.70000076 1
0 video 56.40000152 1
0 video 69.0 1
0 video 71.40000152 1
0 video 75.0 1
0 video 116.6999969 1
0 video 125.4000015 1
0 video 131.3999938 1
0 cideo 153.0 1
0 video 159.0 1
0 video 164.3999938 1
0 video 167.6999969 1
0 video 195.0 1
0 video 198.0 1
0 video 201.0 1
0 video 212.6999969 1
0 video 215.6999969 1
0 video 221.3999938 1
0 video 227.6999969 1
0 video 234.0 1
0 video 246.0 1
0 video 260.3999938 1
0 video 275.3999938 1
0 video 288.0 1
0 video 291.0 1
